"lang"
{
	"Language"	"Schinese"
        "DOTA_Tooltip_ability_AbilityPath_14_Lore"        		"穿行沼泽的确不是件轻松活，好在有蛇蛇们的帮助。"
		"DOTA_Tooltip_Modifier_path_14_L1"					"缚足"
		"DOTA_Tooltip_Modifier_path_14_L1_Description"		"敌人经过蛇沼有 %dMODIFIER_PROPERTY_BONUS_NIGHT_VISION%%% 概率被群蛇束缚，<br>不可移动 %dMODIFIER_PROPERTY_BONUS_DAY_VISION% 秒。（每移动阶段仅一次）<br><font color='#FFFF00'>下个等级 : ★★蛇沼兵卒 x2</font>"
		"DOTA_Tooltip_Modifier_path_14_L2"					"缚足"
		"DOTA_Tooltip_Modifier_path_14_L2_Description"		"敌人经过蛇沼有 %dMODIFIER_PROPERTY_BONUS_NIGHT_VISION%%% 概率被群蛇束缚，<br>不可移动 %dMODIFIER_PROPERTY_BONUS_DAY_VISION% 秒。（每移动阶段仅一次）<br><font color='#FFFF00'>下个等级 : ★★★蛇沼兵卒 x3</font>"
		"DOTA_Tooltip_Modifier_path_14_L3"					"缚足"
		"DOTA_Tooltip_Modifier_path_14_L3_Description"		"敌人经过蛇沼有 %dMODIFIER_PROPERTY_BONUS_NIGHT_VISION%%% 概率被群蛇束缚，<br>不可移动 %dMODIFIER_PROPERTY_BONUS_DAY_VISION% 秒。（每移动阶段仅一次）"


		"SoldierKey1_15"	"★兵卒 :"
		"SoldierKey2_15"	"★★兵卒 :"
		"SoldierKey3_15"	"★★★兵卒 :"
		"Capture_15"		"<font color='#FFFF00'> 300 </font>耗资"
		"Soldier1_15"		"占领夜魇"
		"Soldier11_15"		"<font color='#FFFF00'> 500 </font>升级"
		"Soldier111_15"		"<font color='#FFFF00'> 1000 </font>升级"
		"PathBuff_15"					"癫狂"
		"PathBuffDescription_15"		"至邪的源泉侵蚀它的子民，失去了灵魂换得他人的恐惧。<br>【满级效果 : 癫狂】<br>夜魇兵卒双倍提升，被沉默无法施法兵卒技。"
		"PathBuffKey1_15"				"攻速提升 : "
		"PathBuffVal1_15"				"25 / 50 / 100"
		"PathBuffKey2_15"				"移速提升 : "
		"PathBuffVal2_15"				"10 / 20 / 40"
		"DOTA_Tooltip_ability_AbilityPath_15"        			"夜魇"
        "DOTA_Tooltip_ability_AbilityPath_15_Description"
		"<h1>【领地增益 ：癫狂】</h1>攻速提升 : <font color='#FFFFFF'>25 / 50 / 100</font> <br>移速提升 : <font color='#FFFFFF'>10 / 20 / 40</font>\n<h1>【满级效果 : 癫狂】</h1>夜魇兵卒双倍提升，被沉默无法施法兵卒技。\n<h1>【增益等级规则】</h1>一级 : 需★夜魇兵卒 x 1<br>二级 : 需★★夜魇兵卒 x 2<br>三级 : 需★★★夜魇兵卒 x 3"
        "DOTA_Tooltip_ability_AbilityPath_15_Lore"       		 "至邪的源泉侵蚀它的子民，失去了灵魂换得他人的恐惧。"
		"DOTA_Tooltip_Modifier_path_15_L1"					"癫狂"
		"DOTA_Tooltip_Modifier_path_15_L1_Description"		"全军攻击速度 +%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%，移动速度 +%dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%。<br><font color='#FFFF00'>下个等级 : ★★夜魇兵卒 x2</font>"
		"DOTA_Tooltip_Modifier_path_15_L2"					"癫狂"
		"DOTA_Tooltip_Modifier_path_15_L2_Description"		"全军攻击速度 +%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%，移动速度 +%dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%。<br><font color='#FFFF00'>下个等级 : ★★★夜魇兵卒 x3</font>"
		"DOTA_Tooltip_Modifier_path_15_L3"					"癫狂"
		"DOTA_Tooltip_Modifier_path_15_L3_Description"		"全军攻击速度 +%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%，移动速度 +%dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%。夜魇兵卒双倍提升，沉默自身。"
		"DOTA_Tooltip_Modifier_path_15_chenmo"					"癫狂反噬"
		"DOTA_Tooltip_Modifier_path_15_chenmo_Description"		"失去理性，无法释放技能。"

		"SoldierKey1_16"	"★兵卒 :"
		"SoldierKey2_16"	"★★兵卒 :"
		"SoldierKey3_16"	"★★★兵卒 :"
		"Capture_16"		"<font color='#FFFF00'> 300 </font>耗资"
		"Soldier1_16"		"占领龙谷"
		"Soldier11_16"		"<font color='#FFFF00'> 500 </font>升级"
		"Soldier111_16"		"<font color='#FFFF00'> 1000 </font>升级"
		"PathBuff_16"					"神龙赐法"
		"PathBuffDescription_16"		"全军魔法回复提升。神秘的古老种族，掌管着最纯粹的魔法。<br>【特殊效果 : 萃魔】<br>施法有概率返还魔法。<br>【特殊效果 : 刷新】<br>施法有概率刷新技能。"
		"PathBuffKey1_16"				"英雄回魔提升 : "
		"PathBuffVal1_16"				"1"
		"PathBuffKey2_16"				"兵卒回魔提升 : "
		"PathBuffVal2_16"				"40%"
		"PathBuffKey3_16"				"萃魔概率 : "
		"PathBuffVal3_16"				"15%/30%/50%"
		"PathBuffKey4_16"				"刷新概率 : "
		"PathBuffVal4_16"				"0%/15%/50%"
		"DOTA_Tooltip_ability_AbilityPath_16"        			"龙谷"
        "DOTA_Tooltip_ability_AbilityPath_16_Description"
		"<h1>【领地增益 ：神龙赐法】</h1>英雄回魔提升 : <font color='#FFFFFF'>1</font><br>兵卒回魔提升 : <font color='#FFFFFF'>40%</font><br>萃魔概率 : <font color='#FFFFFF'>15% / 30% / 50%</font><br>刷新概率 : <font color='#FFFFFF'>0% / 15% / 50%</font>\n<h1>【特殊效果 : 萃魔】</h1>施法有概率返还魔法\n<h1>【特殊效果 : 刷新】</h1>施法有概率刷新技能\n<h1>【增益等级规则】</h1>一级 : 需★龙谷兵卒 x 1<br>二级 : 需★★龙谷兵卒 x 2<br>三级 : 需★★★龙谷兵卒 x 3"
        "DOTA_Tooltip_ability_AbilityPath_16_Lore"         		"神秘的古老种族，掌管着最纯粹的魔法。"
		"DOTA_Tooltip_Modifier_path_16_L1"					"神龙赐法"
		"DOTA_Tooltip_Modifier_path_16_L1_Description"		"英雄回魔 +1，兵卒回魔 +40%%。<br>施法 15%% 返还魔耗。<br><font color='#FFFF00'>下个等级 : ★★龙谷兵卒 x2</font>"
		"DOTA_Tooltip_Modifier_path_16_L2"					"神龙赐法"
		"DOTA_Tooltip_Modifier_path_16_L2_Description"		"英雄回魔 +1，兵卒回魔 +40%%。<br>施法 30%% 返还魔耗。<br>施法 15%% 刷新冷却。<br><font color='#FFFF00'>下个等级 : ★★★龙谷兵卒 x3</font>"
		"DOTA_Tooltip_Modifier_path_16_L3"					"神龙赐法"
		"DOTA_Tooltip_Modifier_path_16_L3_Description"		"英雄回魔 +1，兵卒回魔 +40%%。<br>施法 50%% 返还魔耗。<br>施法 50%% 刷新冷却。"
		"DOTA_Tooltip_Modifier_path_16_L1_BZ"					"神龙赐法"
		"DOTA_Tooltip_Modifier_path_16_L1_BZ_Description"		"英雄回魔 +1，兵卒回魔 +40%%。<br>施法 15%% 返还魔耗。<br><font color='#FFFF00'>下个等级 : ★★龙谷兵卒 x2</font>"
		"DOTA_Tooltip_Modifier_path_16_L2_BZ"					"神龙赐法"
		"DOTA_Tooltip_Modifier_path_16_L2_BZ_Description"		"英雄回魔 +1，兵卒回魔 +40%%。<br>施法 30%% 返还魔耗。<br>施法 15%% 刷新冷却。<br><font color='#FFFF00'>下个等级 : ★★★龙谷兵卒 x3</font>"
		"DOTA_Tooltip_Modifier_path_16_L3_BZ"					"神龙赐法"
		"DOTA_Tooltip_Modifier_path_16_L3_BZ_Description"		"英雄回魔 +1，兵卒回魔 +40%%。<br>施法 50%% 返还魔耗。<br>施法 50%% 刷新冷却。"

		"SoldierKey1_17"	"★兵卒 :"
		"SoldierKey2_17"	"★★兵卒 :"
		"SoldierKey3_17"	"★★★兵卒 :"
		"Capture_17"		"<font color='#FFFF00'> 300 </font>耗资"
		"Soldier1_17"		"占领鵰巢"
		"Soldier11_17"		"<font color='#FFFF00'> 500 </font>升级"
		"Soldier111_17"		"<font color='#FFFF00'> 1000 </font>升级"
		"PathBuff_17"					"圣兽"
		"PathBuffDescription_17"		"圣兽刮起飓风，伤害经过的敌人。<br>唤醒沉睡的圣兽，无谓的战争引燃它的怒火。<br>【满级效果 : 扩张 】<br>作用全部己方领地。"
		"PathBuffKey1_17"				"持续伤害 : "
		"PathBuffVal1_17"				"30"
		"PathBuffKey2_17"				"减速 : "
		"PathBuffVal2_17"				"0% / 50% / 50%"
		"DOTA_Tooltip_ability_AbilityPath_17"        "鵰巢"
        "DOTA_Tooltip_ability_AbilityPath_17_Description"
		"<h1>【领地增益 ：圣兽之怒】</h1>圣兽刮起飓风，伤害经过的敌人。\n持续魔法伤害 : <font color='#FFFFFF'>30</font><br>减速 : <font color='#FFFFFF'>0% / 50% / 50%</font>\n<h1>【二级效果 : 减速】</h1>飓风造成减速\n<h1>【满级效果 : 扩张】</h1>作用全部己方领地\n<h1>【增益等级规则】</h1>一级 : 需★鵰巢兵卒 x 1<br>二级 : 需★★鵰巢兵卒 x 2<br>三级 : 需★★★鵰巢兵卒 x 3"
        "DOTA_Tooltip_ability_AbilityPath_17_Lore"          	"唤醒圣兽，刮起飓风，触碰的敌人被持续减速，并造成魔法伤害。唤醒沉睡的圣兽，无谓的战争引燃它的怒火。"
		"DOTA_Tooltip_Modifier_path_17_L1"					"圣兽"
		"DOTA_Tooltip_Modifier_path_17_L1_Description"		"飓风造成持续性 %dMODIFIER_PROPERTY_BONUS_DAY_VISION%%% 魔法伤害。<br><font color='#FFFF00'>下个等级 : ★★鵰巢兵卒 x2</font>"
		"DOTA_Tooltip_Modifier_path_17_L2"					"圣兽"
		"DOTA_Tooltip_Modifier_path_17_L2_Description"		"飓风造成持续性 %dMODIFIER_PROPERTY_BONUS_DAY_VISION%%% 魔法伤害，并减速 %dMODIFIER_PROPERTY_BONUS_NIGHT_VISION%%%。<br><font color='#FFFF00'>下个等级 : ★★★鵰巢兵卒 x3</font>"
		"DOTA_Tooltip_Modifier_path_17_L3"					"圣兽"
		"DOTA_Tooltip_Modifier_path_17_L3_Description"		"飓风造成持续性 %dMODIFIER_PROPERTY_BONUS_DAY_VISION%%% 魔法伤害，并减速 %dMODIFIER_PROPERTY_BONUS_NIGHT_VISION%%%。"
		"DOTA_Tooltip_Modifier_path_17_debuff"					"圣兽"
		"DOTA_Tooltip_Modifier_path_17_debuff_Description"		"飓风减速 %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"SoldierKey1_18"	"★兵卒 :"
		"SoldierKey2_18"	"★★兵卒 :"
		"SoldierKey3_18"	"★★★兵卒 :"
		"Capture_18"		"<font color='#FFFF00'> 300 </font>耗资"
		"Soldier1_18"		"独占圣所"
		"Soldier11_18"		"<font color='#FFFF00'> 1000 </font>升级"
		"Soldier111_18"		"<font color='#FFFF00'> 2000 </font>升级"
		"PathBuff_18"					"圣洁净土"
		"PathBuffDescription_18"		"对驻足在圣所的敌人造成神圣伤害。<br>神圣的殿堂前没有纷争也没有不速之客。<br>【特殊效果 : 石佛】<br>圣所兵卒无法攻击。无法被攻城。"
		"PathBuffKey1_18"				"纯粹伤害 : "
		"PathBuffVal1_18"				"1000 / 2000 / 4000"
		"DOTA_Tooltip_ability_AbilityPath_18"        "圣所"
        "DOTA_Tooltip_ability_AbilityPath_18_Description"
		"<h1>【领地增益 ：圣洁净土】</h1>对驻足在圣所的敌人造成神圣伤害。\n纯粹伤害 : <font color='#FFFFFF'>1000 / 2000 / 4000</font>\n<h1>【特殊效果 : 石佛】</h1>圣所兵卒无法攻击。无法被攻城。\n<h1>【增益等级规则】</h1>一级 : 需★圣所兵卒 x 2<br>二级 : 需★★圣所兵卒 x 2<br>三级 : 需★★★圣所兵卒 x 2"
		"DOTA_Tooltip_ability_AbilityPath_18_Lore"          	 "神圣的殿堂前没有纷争也没有不速之客。"
		"DOTA_Tooltip_Modifier_path_18_L1"					"圣洁净土"
		"DOTA_Tooltip_Modifier_path_18_L1_Description"		"对驻足在圣所的敌人造成 %dMODIFIER_PROPERTY_BONUS_DAY_VISION% 神圣伤害。<br>圣所无法被攻城略地，兵卒无法攻击。<br><font color='#FFFF00'>下个等级 : ★★圣所兵卒 x2</font>"
		"DOTA_Tooltip_Modifier_path_18_L2"					"圣洁净土"
		"DOTA_Tooltip_Modifier_path_18_L2_Description"		"对驻足在圣所的敌人造成 %dMODIFIER_PROPERTY_BONUS_DAY_VISION% 神圣伤害。<br>圣所无法被攻城略地，兵卒无法攻击。<br><font color='#FFFF00'>下个等级 : ★★★圣所兵卒 x2</font>"
		"DOTA_Tooltip_Modifier_path_18_L3"					"圣洁净土"
		"DOTA_Tooltip_Modifier_path_18_L3_Description"		"对驻足在圣所的敌人造成 %dMODIFIER_PROPERTY_BONUS_DAY_VISION% 神圣伤害。<br>圣所无法被攻城略地，兵卒无法攻击。"
		"DOTA_Tooltip_Modifier_path_18_L1_BZ"					"圣洁净土"
		"DOTA_Tooltip_Modifier_path_18_L1_BZ_Description"		"化身石佛守护圣所,对驻足在圣所的敌人造成 1000 神圣伤害。<br>圣所无法被攻城略地，兵卒无法攻击。<br><font color='#FFFF00'>下个等级 : ★★圣所兵卒 x2</font>"
		"DOTA_Tooltip_Modifier_path_18_L2_BZ"					"圣洁净土"
		"DOTA_Tooltip_Modifier_path_18_L2_BZ_Description"		"化身石佛守护圣所,对驻足在圣所的敌人造成 2000 神圣伤害。<br>圣所无法被攻城略地，兵卒无法攻击。<br><font color='#FFFF00'>下个等级 : ★★★圣所兵卒 x2</font>"
		"DOTA_Tooltip_Modifier_path_18_L3_BZ"					"圣洁净土"
		"DOTA_Tooltip_Modifier_path_18_L3_BZ_Description"		"化身石佛守护圣所,对驻足在圣所的敌人造成 4000 神圣伤害。<br>圣所无法被攻城略地，兵卒无法攻击。"

		"DOTA_Tooltip_ability_AbilityPath_3"        			"传送"
        "DOTA_Tooltip_ability_AbilityPath_3_Description"        "<h1>【领地效果 ：传送】</h1>进入己方传送阵，获取一张 <font color='#0099ff'> 传送卷轴 </font>"
        "DOTA_Tooltip_ability_AbilityPath_3_Lore"        		""

		"TypeOperator_GCLD" "攻城掠地"
		"OperatorBody_GCLD"	"与敌方兵卒决斗，直到有一方战败，或下个自身回合开始。双方都可提升经验。<br><font color='#FFFF00'>胜利：击杀敌兵，抢占领地。</font><br><font color='#FF0000'>失败：被打败，交纳金币。</font> <br>兵卒★：1经验，100金币。<br>兵卒★★：2经验，200金币。<br>兵卒★★★：3经验，300金币。"
		"OperatorDescription_GCLD"	"是否攻城？"

		"TypeOperator_PlayingWild" "猎野"
		"OperatorBody_PlayingWild"	"前往野区猎杀野怪获得金钱经验！"
		"OperatorDescription_PlayingWild"	"前往猎野？"

		"TypeOperator_TP" 	"传送阵"
		"OperatorBody_TP"  	"选择传送至一处己方传送点！"

		"TypeOperator_Treasure" 	"秘藏探索"
		"OperatorBody_Treasure"  	"秘藏探索获得{s:Treasure}"
		"Treasure_text_path"		"地契 "

		"GameRecord_0"		"Roll了{s:nRoll}。"
		"GameRecord_1"		"安营在“{s:strPathName}”，耗资<font color='#FFFF00'>{s:nGold}</font>金币。"
		"GameRecord_2"		"进攻！讨伐“{s:strPathName}”。"
		//"GameRecord_3"		"提升“{s:strPathName}”处兵卒至<font color='#FF0000'>{s:nLevel}★</font>，耗资<font color='#FFFF00'>{s:nGold}</font>金币。"
		"GameRecord_3"		"耗资<font color='#FFFF00'>[nGold]</font>金币，晋升为[strBZName]至“[strPathName]”。"
		"GameRecord_4"		"激活{s:strRuneName}。"
		"GameRecord_5"		"意外发现秘藏，拾取到<font color='#FFFF00'>{s:strTreasure}</font>。"
		"GameRecord_6"		"传送！从“{s:strPathBegin}”至“{s:strPathEnd}”。"
		"GameRecord_7"		"进行了一场贸易。"
		"GameRecord_8"		"不慎闯入地狱，等待轮回机会。"
		"GameRecord_9"		"有钱能使鬼推磨。从地狱中重生，买活耗资<font color='#FFFF00'>{s:nGold}</font>金币。"
		"GameRecord_10"		"经历轮回，从地狱中重生。"
		"GameRecord_11"		"行路过快，失足落入地狱，等待轮回机会。"
		"GameRecord_12"		"失去<font color='#FFFF00'>{s:nGold}</font>金币。"
		"GameRecord_13"		"获得<font color='#FFFF00'>{s:nGold}</font>金币。"
		"GameRecord_14"		"发起叫卖！起售价<font color='#FFFF00'>{s:nGold}</font>金币; 叫卖领地: {s:strPathsName}。"
		"GameRecord_15"		"参与叫价！叫价<font color='#FFFF00'>{s:nGold}</font>金币！"
		"GameRecord_16"		"出价<font color='#FFFF00'>{s:nGold}</font>金币，拍得领地：{s:strPathsName}。"
		"GameRecord_17"		"返还<font color='#FFFF00'>[nGold]</font>金币，降低为[strBZName]至“[strPathName]”。"
		"GameRecord_18"		"行进结束，累计得失<font color='#FFFF00'>[nGold]</font>金币。"
		"GameRecord_19"		"猎野归来，收获<font color='#FFFF00'>[nGold]</font>金币，<font color='#00FF00'>[nExp]</font>经验。"
		"GameRecord_20"		"攻城“[strPathName]”失败！损失<font color='#FFFF00'>[nGold]</font>金币，双方提升<font color='#00FF00'>[nExp]</font>经验。"
		"GameRecord_21"		"夺取“[strPathName]”，双方提升<font color='#00FF00'>[nExp]</font>经验。"
		"GameRecord_22"		"***起兵***"
		"GameRecord_23"		"使用卡牌<font color='#FF0000'> [strCard] </font>"
		"GameRecord_24"		"对<font color='#00ffFF'> [strTarget] </font>使用卡牌<font color='#FF0000'> [strCard] </font>"
		"GameRecord_25"		"无人竞拍：[strPathsName]"
		"GameRecord_26"		"断线超时：<font color='#00ffFF'> [strHeroName] </font>亡国回收。"
		"GameRecord_27"		"命运的呼唤，世人视他是地狱使者，获得一张 <font color='#FF0000'> [strCard] </font>"
		"GameRecord_1000"	"{s:strText}"

		"GameRecord_Finish"	"叫卖结束！"

		"TTreasure_Gold"	"金币: "
		"TTreasure_Item"	"装备: "
		"TTreasure_Path"	"领地: "

		"right_main_button_Surrender"	"投降"
		"right_main_button_auction"		"当铺"
		"right_main_button_trade"		"贸易"
		"right_main_button_shop"		"商店"

		"mian_send_trade"				"发起贸易"
		"mian_request_trade"			"玩家请求贸易"
		"main_trade_wait_sure"			"等待玩家确认贸易"
		"mian_trade_success"			"贸易成功"
		"main_trade_filed"				"贸易失败"
		"main_trade_player_refuse"		"玩家拒绝贸易"
		"main_trade_data_error"			"贸易数据错误"
		"main_accept"					"接受"
		"mian_refuse"					"拒绝"
		"main_trade_send_failed"		"交易数据错误"
		"main_trade_failed"				"交易失败"
		"main_trade_request_data_error"	"交易数据错误"
		"main_trade_request_10"			"对方拒绝交易"
		"main_trade_request_9"			"交易玩家死亡"
		"main_trade_request_8"			"玩家正在交易中"
		"main_trade_request_7"			"包含攻城中的领地"
		"main_trade_request_6"			"有连地错误"
		"main_trade_request_5"			"包含未拥有路径"
		"main_trade_request_3"			"金钱错误"
		"main_trade_request_2"			"玩家数据错误"
		"main_auction"					"叫卖"
		"main_send_auction"				"发起叫卖："
		"main_send_auction_player"		"发起玩家："
		"main_join_auction"				"参与叫价："
		"main_join_auction_player"		"叫价玩家："
		"main_auction_finish"			"叫价结束"
		"main_auction_null_path"		"暂无领地可叫卖"
		"main_set_auction_gold_start"	"设置起售价"
		"main_auction_gold_shortage"	"金币不足"
		"mian_set_auction_add_gold"		"设置加价(每次最低加价<font color='#ffe815'>{d:nAddGold}</font>)"
		"main_bid_auction"				"叫价"
		"main_refuse_auction"			"放弃"
		"main_auction_request_data_error"	"叫卖数据错误"
		"main_auction_request_7"		"包含攻城中的领地"
		"main_auction_request_5"		"有连地错误"
		"main_auction_request_4"		"包含未拥有路径"
		"main_auction_request_3"		"路径为空"
		"main_auction_request_2"		"玩家数据错误"
		"mian_death_clearing"			"亡国清算"
		"main_death_clearing_context"	"通过偿还欠款保证存活"
		"main_death_clearing_context_wait_other"	"等待玩家偿还欠款"

		"siege_text"					"攻城"

		"TypeOperator_Hell"				"地狱之门"
		"DescriptionContent_Hell"		"身处地狱，封锁全部领地。<br>地狱惩戒：（持续入狱）<br>第3回合：损失100金币。<br>第4回合：损失200金币。<br>第5回合：损失400金币。<br> 以此类推..."
		"OperatorBody_Hell"				"Roll到相同点数复活"
		"BuyLive_Hell"					"{d:buyLiveGold}买活"
		"hell_text"						"买活"

		"TypeOperator_Auction"			"当铺投资"
		"AuctionDescription"			"理财有风险,投资需谨慎。"
		"Investment_Auction"			"是否耗资{d:nGold}进行投资"

		"TypeOperator_AuctionMain"		"当\n\n\n铺"
		"Description"					"请选择你需要叫卖的领地"
		"SetAuctionGold"				"设置最低起售价"
		"Labconfirm"					"是否发起叫卖？"
		"Seller"						"卖家"
		"Buyer"							"叫价者"
		"LabInputGold"					"当前最高叫价"
		"LabIsAddGold"					"是否加价！"
		"AuctionFinish"					"叫价结束,价高者得！"
		"AuctionSuccessful"				"叫价成功！"
		"AuctionFailure"				"叫价失败！"
		"MinAddGold"				    "叫价失败！每次最低加价100"
		"NobodyAuction"					"无人叫价！"

		"YourRound"						"你的回合"
		"OrtherRound"					"他的回合"
		"TowPrisonTip"					"三次同点入狱"
		"TheHowManyRound"				"第{d:nRound}回合"
		"State"							"{s:state}"
		"MoveState"						"移动"
		"Wait"							"等待"
		"DeathClearing"					"亡国清算"
		"NextRound_supply"				"下回合轮抽"
		"NextRound_bz_out"					"下回合全军出击"
		"NextRound_global_shop"					"下回合开放所有商店"
		"WaitPlayerOperate"				"等待玩家操作"
		"SideShop"						"进入边路商店"
		"SecretShop"					"进入神秘商店"

		"supply_title"					"补给环节"
		"supply_tip_ready"				"准备阶段"
		"supply_tip_turn"				"选择补给品"
		"supply_tip_end"				"补给结束"
		"supply_tip_item_FullIventory"	"库存已满"
		"supply_tip_select_next"		"下一个挑选"

		"scoreboard_title_mute"			"屏蔽"
		"scoreboard_title_level"		"等级"
		"scoreboard_title_total"		"总资产"
		"scoreboard_title_gold"			"金钱"
		"scoreboard_title_kills"		"击"
		"scoreboard_title_gcld"			"攻"
		"scoreboard_title_path"			"地产"
		"scoreboard_tool_tip_mute_trade"	"拒绝他的交易"

		"operateTip_title"				"游戏指南"
		"operateTip_tip_1"				"1. 投骰子前往空地花费金币安营扎寨"
		"operateTip_tip_2"				"2. 第5回合开始轮抽装备或领地。（后每5回合开启补给环节 25回合后结束） <br> 同时右上角提示下回合起兵。（占领的领地将在第6回合起兵）"
		"operateTip_tip_3"				"3. 点击己方兵卒为小兵升级，恢复满额血量，解锁等级上限，提升领地Buff等级；小兵与英雄同级。"
		"operateTip_tip_4"				"4. 走到敌方领地时可选择攻城掠地，与敌方兵卒决斗，攻占领地"
		"operateTip_tip_5"				"5. 30回合开放所有商店，提升战斗力"
		"operateTip_tip_6"				"6. 与其他玩家交易，互惠互利"
		"operateTip_tip_7"				"7. 拍卖领地，大赚一笔"
		"cardTip_title"					"卡牌图鉴"
		"btnStoreTip_title"				"商城"

		"ayzz_zhanling"					"占领领地"

		//// 通用文本
		"text_understand"				"了解"
		"text_give_up"					"放弃"
		"text_go_to"					"前往"

		"HeroAbility"					"英\n雄\n技\n能"
		"SoldierAbility"				"兵\n卒\n技\n能"
		"SelectUseHero"					"选择使用的英雄"
		"mRandom"						"随机"
		"RandomTip"						"随机先行"
		"Select"						"选择"
		"Rank"							"排名"
		"PlayerInfo"					"玩家信息"
		"Kill"							"击杀"
		"Sieag"							"攻城"
		"Worth"							"巅峰资产"
		"HeroDamage"					"英雄伤害量"
		"BatmanDamage"					"兵卒伤害量"
		"Reward"						"奖励"
		"FinishGame"					"继续"
		"GameOver"						"游戏结束"

		"BuyState_0"					"附近没有商店"
		"BuyState_1"					"边路商店"
		"BuyState_2"					"神秘商店"
		"BuyState_3"					"开放所有商店"
		"BuyNum"						"购买次数："

		"ArmysAttck"					"全军出击"
		"OpenAllShop"					"开放所有商店"

		"CardIllustrated"				"卡牌图鉴"

		"Recharge"						"充值"
		"Footprinteffects"				"足迹"
		"Lottery"						"珍藏"
		"commodity"						""
		"Luckytreasurebox"				"探索珍藏"
		"GiveEffect"					"恭喜您获得:"
		"PayNumberTip"					"请输入你要充值的数量"
		"WeChatPay"						"微信支付"
		"PayLoadingTip"					"支付中："
		"Owned"							"已拥有"
		"NoOwned"						"未拥有"
		"Useing"						"正在使用"
		"Usefailure"						"不曾拥有"
		"UseSucceed"						"使用成功"
		"Useailured"						"使用失败"
		"enterMoneny"						"请输入你要充值的金额"
		"waitingcode"						"等待二维码生成:"
		"PaySucceed"						"支付成功！"
		"Payfailure"						"支付失败!"
		"FootDetails"						"英雄特效"
		"LuckyLottery"						"幸运开箱"
		"PayDataMistake"					 "请求数据错误!"
		"strength"							"力量"
		"agility"							"敏捷"
		"intelligence"						"智力"
		"FindKeys"							"寻找钥匙中..."
		"SelectNeedCard"					"发现遗失的卡牌，可以选择一张"
		"MessengerPet"						"信使"
		"MessengerPetDetails"				"如影随形"
		"Messenger"							""
	}
}
